WELL_NAME,PAD,TARGET_FORMATION,MD_FT,EASTING_FT,NORTHING_FT,TVD_FT,INCLINATION_DEG,AZIMUTH_DEG,DOGLEG_SEVERITY_DEG_100FT,BUILD_RATE_DEG_100FT,ROP_FT_HR,WOB_KLB,FRAC_STAGE,PROPPANT_LBS,FLUID_BBL,ISIP_PSI
MID-A2H,Bravo 12,AVU,3300,402002.2,406510.1,3300.0,0,12.0,0.72,-0.384,41.8,35.0,,,,
MID-A2H,Bravo 12,AVU,3400,402002.2,406510.1,3400.0,0,12.0,0.49,-0.405,37.4,33.9,,,,
MID-A2H,Bravo 12,AVU,3500,402002.2,406510.1,3500.0,0,12.0,0.27,-0.219,49.8,21.0,,,,
MID-A2H,Bravo 12,AVU,3600,402002.2,406510.1,3600.0,0,12.0,0.65,-0.415,47.5,29.2,,,,
MID-A2H,Bravo 12,AVU,3700,402002.2,406510.1,3700.0,0,12.0,0.4,-0.195,49.2,37.2,,,,
MID-A2H,Bravo 12,AVU,3800,402002.2,406510.3,3800.0,0.09,12.0,0.28,0.086,24.1,34.2,,,,
MID-A2H,Bravo 12,AVU,3900,402002.2,406510.3,3900.0,0,12.0,0.11,-0.093,45.7,32.4,,,,
MID-A2H,Bravo 12,AVU,4000,402002.3,406510.9,4000.0,0.36,12.0,0.68,0.358,28.1,33.2,,,,
MID-A2H,Bravo 12,AVU,4100,402002.3,406510.9,4100.0,0,12.0,0.96,-0.712,35.8,25.1,,,,
MID-A2H,Bravo 12,AVU,4200,402002.4,406511.3,4200.0,0.26,12.0,0.56,0.263,44.2,25.9,,,,
MID-A2H,Bravo 12,AVU,4300,402002.4,406511.3,4300.0,0,12.0,0.7,-0.362,27.0,20.3,,,,
MID-A2H,Bravo 12,AVU,4400,402002.4,406511.3,4400.0,0,12.0,0.83,-0.485,41.9,25.9,,,,
MID-A2H,Bravo 12,AVU,4500,402002.4,406511.5,4500.0,0.07,12.0,0.22,0.074,47.0,30.0,,,,
MID-A2H,Bravo 12,AVU,4600,402002.6,406512.3,4600.0,0.5,12.0,0.63,0.427,30.4,38.6,,,,
MID-A2H,Bravo 12,AVU,4700,402002.8,406513.2,4700.0,0.48,12.0,0.28,-0.016,42.1,22.7,,,,
MID-A2H,Bravo 12,AVU,4800,402003.0,406514.2,4799.9,0.62,12.0,0.42,0.132,33.9,31.4,,,,
MID-A2H,Bravo 12,AVU,4900,402003.0,406514.2,4899.9,0,12.0,0.97,-0.805,32.9,21.5,,,,
MID-A2H,Bravo 12,AVU,5000,402003.1,406514.4,4999.9,0.13,12.0,0.3,0.126,35.2,30.7,,,,
MID-A2H,Bravo 12,AVU,5100,402003.1,406514.4,5099.9,0,12.0,0.37,-0.267,42.1,26.5,,,,
MID-A2H,Bravo 12,AVU,5200,402003.1,406514.4,5199.9,0,12.0,0.69,-0.523,40.5,20.8,,,,
MID-A2H,Bravo 12,AVU,5300,402003.1,406514.4,5299.9,0,12.0,0.55,-0.389,27.8,29.3,,,,
MID-A2H,Bravo 12,AVU,5400,402003.1,406514.4,5399.9,0,12.0,0.24,-0.215,43.6,26.8,,,,
MID-A2H,Bravo 12,AVU,5500,402003.2,406515.1,5499.9,0.42,12.0,0.48,0.422,31.6,18.7,,,,
MID-A2H,Bravo 12,AVU,5600,402003.2,406515.1,5599.9,0,12.0,0.77,-0.511,30.7,22.8,,,,
MID-A2H,Bravo 12,AVU,5700,402003.4,406516.0,5699.9,0.52,12.0,0.85,0.518,44.0,31.8,,,,
MID-A2H,Bravo 12,AVU,5800,402003.6,406516.8,5799.9,0.44,12.0,0.35,-0.077,39.2,21.9,,,,
MID-A2H,Bravo 12,AVU,5900,402003.8,406517.9,5899.9,0.66,12.0,0.43,0.214,24.8,39.8,,,,
MID-A2H,Bravo 12,AVU,6000,402003.9,406518.4,5999.9,0.27,12.0,0.66,-0.381,38.2,32.6,,,,
MID-A2H,Bravo 12,AVU,6100,402003.9,406518.4,6099.9,0,12.0,0.52,-0.464,24.2,31.2,,,,
MID-A2H,Bravo 12,AVU,6200,402004.1,406519.1,6199.9,0.42,12.0,0.76,0.417,25.9,26.1,,,,
MID-A2H,Bravo 12,AVU,6300,402004.1,406519.2,6299.9,0.1,12.0,0.33,-0.318,29.6,29.2,,,,
MID-A2H,Bravo 12,AVU,6400,402004.1,406519.2,6399.9,0,12.0,0.63,-0.531,28.4,35.1,,,,
MID-A2H,Bravo 12,AVU,6500,402004.3,406520.0,6499.9,0.44,12.0,0.65,0.442,31.5,30.9,,,,
MID-A2H,Bravo 12,AVU,6600,402005.2,406524.2,6599.8,2.43,12.0,2.25,1.991,38.9,32.9,,,,
MID-A2H,Bravo 12,AVU,6700,402007.3,406534.6,6699.3,6.09,12.0,3.81,3.661,42.6,33.6,,,,
MID-A2H,Bravo 12,AVU,6800,402010.7,406551.5,6797.8,9.96,12.0,4.03,3.868,40.1,22.4,,,,
MID-A2H,Bravo 12,AVU,6900,402015.4,406575.1,6894.8,13.93,12.0,4.14,3.968,48.6,20.9,,,,
MID-A2H,Bravo 12,AVU,7000,402022.0,406604.5,6990.2,17.47,12.0,3.66,3.544,29.4,24.1,,,,
MID-A2H,Bravo 12,AVU,7100,402030.1,406640.4,7083.3,21.49,12.0,4.17,4.015,34.7,18.3,,,,
MID-A2H,Bravo 12,AVU,7200,402039.1,406682.8,7173.3,25.77,12.0,4.4,4.279,30.0,28.2,,,,
MID-A2H,Bravo 12,AVU,7300,402050.0,406731.0,7260.2,29.63,12.0,4.08,3.864,34.0,34.1,,,,
MID-A2H,Bravo 12,AVU,7400,402061.9,406785.4,7343.3,33.85,12.0,4.32,4.214,33.0,24.9,,,,
MID-A2H,Bravo 12,AVU,7500,402074.8,406845.2,7422.4,37.73,12.0,4.19,3.878,25.9,21.4,,,,
MID-A2H,Bravo 12,AVU,7600,402088.3,406911.5,7496.1,42.52,12.0,4.9,4.796,34.1,20.6,,,,
MID-A2H,Bravo 12,AVU,7700,402103.6,406982.6,7564.5,46.82,12.0,4.5,4.296,33.3,28.9,,,,
MID-A2H,Bravo 12,AVU,7800,402119.0,407058.4,7627.7,50.83,12.0,4.16,4.009,39.8,34.7,,,,
MID-A2H,Bravo 12,AVU,7900,402136.3,407139.0,7684.7,55.27,12.0,4.62,4.44,28.6,33.4,,,,
MID-A2H,Bravo 12,AVU,8000,402154.6,407223.1,7735.4,59.54,12.0,4.33,4.27,32.8,34.3,,,,
MID-A2H,Bravo 12,AVU,8100,402174.0,407310.6,7779.8,63.64,12.0,4.31,4.101,43.3,32.2,,,,
MID-A2H,Bravo 12,AVU,8200,402194.3,407401.0,7818.0,67.5,12.0,4.1,3.862,47.4,22.7,,,,
MID-A2H,Bravo 12,AVU,8300,402213.3,407493.6,7850.3,71.2,12.0,3.93,3.703,36.2,34.9,,,,
MID-A2H,Bravo 12,AVU,8400,402233.5,407588.2,7875.6,75.32,12.0,4.24,4.118,32.6,23.3,,,,
MID-A2H,Bravo 12,AVU,8500,402252.9,407684.5,7895.1,78.78,12.0,3.58,3.465,44.5,35.7,,,,
MID-A2H,Bravo 12,AVU,8600,402274.6,407781.6,7907.4,82.92,12.0,4.26,4.133,46.5,20.4,,,,
MID-A2H,Bravo 12,AVU,8700,402296.2,407879.5,7913.1,86.73,12.0,3.94,3.813,39.8,37.0,,,,
MID-A2H,Bravo 12,AVU,8800,402316.6,407977.1,7915.2,88.77,12.0,2.08,2.037,67.7,20.8,1,420290,8847,7471
MID-A2H,Bravo 12,AVU,8900,402336.8,408074.8,7916.0,89.56,12.0,0.89,0.788,72.5,22.0,,,,
MID-A2H,Bravo 12,AVU,9000,402358.7,408172.7,7916.2,89.91,12.0,0.59,0.351,64.3,39.1,2,554325,8428,6455
MID-A2H,Bravo 12,AVU,9100,402378.1,408270.6,7916.4,89.9,12.0,0.29,-0.004,91.2,27.7,,,,
MID-A2H,Bravo 12,AVU,9200,402399.9,408368.2,7915.9,90.24,12.0,0.43,0.341,85.7,32.0,3,549748,9592,7212
MID-A2H,Bravo 12,AVU,9300,402420.1,408465.8,7914.9,90.56,12.0,0.37,0.32,69.2,24.7,,,,
MID-A2H,Bravo 12,AVU,9400,402441.1,408563.9,7914.0,90.54,12.0,0.29,-0.023,73.9,24.7,4,392612,10025,6242
MID-A2H,Bravo 12,AVU,9500,402462.7,408661.9,7912.9,90.65,12.0,0.35,0.109,99.4,32.2,,,,
MID-A2H,Bravo 12,AVU,9600,402484.9,408760.0,7913.2,89.82,12.0,1.13,-0.828,80.5,29.7,5,401604,9646,7048
MID-A2H,Bravo 12,AVU,9700,402504.9,408857.6,7912.6,90.35,12.0,0.81,0.533,81.2,26.2,,,,
MID-A2H,Bravo 12,AVU,9800,402526.3,408955.1,7912.2,90.2,12.0,0.33,-0.155,92.4,21.0,6,474785,10666,6817
MID-A2H,Bravo 12,AVU,9900,402545.9,409053.1,7912.0,90.12,12.0,0.09,-0.075,85.2,25.6,,,,
MID-A2H,Bravo 12,AVU,10000,402566.2,409150.7,7912.7,89.61,12.0,0.52,-0.512,79.4,35.0,7,452583,9393,7012
MID-A2H,Bravo 12,AVU,10100,402587.4,409248.8,7913.3,89.68,12.0,0.35,0.071,84.0,36.1,,,,
MID-A2H,Bravo 12,AVU,10200,402609.4,409346.5,7913.3,89.98,12.0,0.54,0.303,94.2,34.5,8,340686,9651,6272
MID-A2H,Bravo 12,AVU,10300,402629.4,409444.6,7913.1,90.11,12.0,0.3,0.13,88.5,27.1,,,,
MID-A2H,Bravo 12,AVU,10400,402649.0,409542.6,7912.2,90.53,12.0,0.68,0.417,66.4,33.8,9,477778,8789,7177
MID-A2H,Bravo 12,AVU,10500,402669.5,409640.6,7911.0,90.64,12.0,0.32,0.111,95.2,24.2,,,,
MID-A2H,Bravo 12,AVU,10600,402689.8,409738.7,7911.1,89.98,12.0,0.79,-0.665,82.6,18.3,10,481133,8394,6744
MID-A2H,Bravo 12,AVU,10700,402711.1,409836.5,7912.0,89.48,12.0,0.75,-0.497,77.9,20.5,,,,
MID-A2H,Bravo 12,AVU,10800,402730.9,409934.3,7911.9,90.06,12.0,0.86,0.576,76.7,18.5,11,538859,8613,7031
MID-A2H,Bravo 12,AVU,10900,402752.3,410032.0,7911.2,90.4,12.0,0.45,0.348,75.4,21.1,,,,
MID-A2H,Bravo 12,AVU,11000,402773.4,410129.8,7911.2,89.99,12.0,0.55,-0.417,62.4,40.0,12,482812,9829,6860
MID-A2H,Bravo 12,AVU,11100,402794.9,410227.4,7910.3,90.54,12.0,0.71,0.553,67.5,37.7,,,,
MID-A2H,Bravo 12,AVU,11200,402815.0,410325.0,7910.1,90.06,12.0,0.59,-0.477,66.5,28.8,13,441957,10184,7351
MID-A2H,Bravo 12,AVU,11300,402836.3,410422.8,7910.2,89.98,12.0,0.31,-0.082,69.3,33.9,,,,
MID-A2H,Bravo 12,AVU,11400,402857.1,410520.7,7910.0,90.09,12.0,0.42,0.106,91.0,18.3,14,494716,9981,6454
MID-A2H,Bravo 12,AVU,11500,402878.4,410618.4,7909.7,90.21,12.0,0.17,0.121,79.8,36.9,,,,
MID-A2H,Bravo 12,AVU,11600,402898.9,410716.4,7909.4,90.14,12.0,0.18,-0.064,65.8,30.6,15,502189,10620,6756
MID-A2H,Bravo 12,AVU,11700,402919.5,410814.2,7909.0,90.22,12.0,0.21,0.073,76.6,37.4,,,,
MID-A2H,Bravo 12,AVU,11800,402940.7,410911.8,7908.4,90.34,12.0,0.38,0.122,88.1,39.7,16,420821,9483,7073
MID-A2H,Bravo 12,AVU,11900,402962.9,411009.6,7908.9,89.75,12.0,0.86,-0.592,66.5,35.5,,,,
MID-A2H,Bravo 12,AVU,12000,402982.8,411107.1,7908.4,90.25,12.0,0.81,0.507,65.2,21.5,17,464596,11013,7213
MID-A2H,Bravo 12,AVU,12100,403003.7,411204.7,7907.6,90.46,12.0,0.42,0.205,93.0,38.7,,,,
MID-A2H,Bravo 12,AVU,12200,403026.0,411302.3,7907.8,89.9,12.0,0.74,-0.557,62.9,25.9,18,530184,11359,6156
MID-A2H,Bravo 12,AVU,12300,403045.7,411399.9,7907.2,90.36,12.0,0.54,0.46,64.8,28.0,,,,
MID-A2H,Bravo 12,AVU,12400,403067.4,411497.5,7907.4,89.9,12.0,0.64,-0.466,86.7,25.4,19,572363,10507,6461
MID-A2H,Bravo 12,AVU,12500,403087.0,411595.4,7908.1,89.58,12.0,0.36,-0.319,89.4,34.7,,,,
MID-A2H,Bravo 12,AVU,12600,403108.6,411693.0,7909.0,89.49,12.0,0.4,-0.09,82.6,25.0,20,536566,8591,7213
MID-A2H,Bravo 12,AVU,12700,403129.4,411790.9,7908.5,90.27,12.0,0.89,0.785,81.6,33.3,,,,
MID-A2H,Bravo 12,AVU,12800,403150.9,411888.5,7907.6,90.51,12.0,0.51,0.235,79.8,35.7,21,413349,10761,6932
MID-A2H,Bravo 12,AVU,12900,403172.3,411986.2,7907.7,90.0,12.0,0.64,-0.509,77.5,21.7,,,,
MID-A2H,Bravo 12,AVU,13000,403191.8,412083.9,7908.4,89.57,12.0,0.6,-0.43,92.9,23.7,22,369334,10146,6238
MID-A2H,Bravo 12,AVU,13100,403214.0,412181.9,7908.5,89.95,12.0,0.71,0.378,97.0,39.4,,,,
MID-A2H,Bravo 12,AVU,13200,403234.3,412279.6,7909.2,89.62,12.0,0.36,-0.325,64.3,22.4,23,582148,10706,6364
MID-A2H,Bravo 12,AVU,13300,403255.2,412377.7,7908.7,90.25,12.0,0.8,0.634,91.0,29.0,,,,
MID-A2H,Bravo 12,AVU,13400,403275.5,412475.5,7907.8,90.5,12.0,0.34,0.247,81.6,29.4,24,541982,11133,6938
MID-A2H,Bravo 12,AVU,13500,403296.5,412573.3,7907.4,90.25,12.0,0.59,-0.248,62.4,20.3,,,,
MID-A2H,Bravo 12,AVU,13600,403318.4,412671.0,7907.1,90.17,12.0,0.35,-0.081,80.3,29.5,25,571788,10205,6306
MID-A2H,Bravo 12,AVU,13700,403340.4,412768.6,7906.5,90.35,12.0,0.43,0.178,68.6,31.4,,,,
MID-A2H,Bravo 12,AVU,13800,403361.2,412866.4,7905.7,90.45,12.0,0.3,0.099,84.4,34.5,26,444944,10550,6128
MID-A2H,Bravo 12,AVU,13900,403381.4,412964.5,7904.5,90.71,12.0,0.43,0.264,64.2,34.0,,,,
MID-A2H,Bravo 12,AVU,14000,403402.4,413062.0,7903.2,90.7,12.0,0.08,-0.011,67.4,38.2,27,468222,10782,6859
MID-A2H,Bravo 12,AVU,14100,403423.2,413160.0,7902.7,90.29,12.0,0.76,-0.417,85.1,39.5,,,,
MID-A2H,Bravo 12,AVU,14200,403444.7,413257.6,7902.6,90.09,12.0,0.55,-0.2,68.5,39.4,28,398406,11572,6804
MID-A2H,Bravo 12,AVU,14300,403466.9,413355.7,7902.0,90.31,12.0,0.37,0.221,62.1,31.3,,,,
MID-A2H,Bravo 12,AVU,14400,403488.8,413453.7,7901.1,90.53,12.0,0.49,0.224,83.9,22.0,29,497539,10067,6549
MID-A2H,Bravo 12,AVU,14500,403509.5,413551.7,7901.5,89.79,12.0,0.95,-0.738,92.7,20.7,,,,
MID-A2H,Bravo 12,AVU,14600,403530.0,413649.4,7902.0,89.71,12.0,0.37,-0.087,79.7,25.9,30,420989,10946,6294
MID-A2H,Bravo 12,AVU,14700,403550.6,413747.0,7901.4,90.32,12.0,0.7,0.611,85.3,28.6,,,,
MID-A2H,Bravo 12,AVU,14800,403572.3,413845.1,7900.5,90.56,12.0,0.51,0.241,79.3,32.6,31,595220,10283,7054
MID-A2H,Bravo 12,AVU,14900,403593.3,413942.8,7899.9,90.32,12.0,0.48,-0.238,84.6,34.8,,,,
MID-A2H,Bravo 12,AVU,15000,403614.6,414040.8,7899.0,90.5,12.0,0.49,0.177,71.6,31.9,32,428918,10080,6437
MID-A2H,Bravo 12,AVU,15100,403635.7,414138.8,7898.3,90.43,12.0,0.31,-0.064,78.0,19.3,,,,
MID-A2H,Bravo 12,AVU,15200,403657.6,414236.4,7898.6,89.81,12.0,0.94,-0.622,75.4,25.7,33,536989,8274,7005
MID-A2H,Bravo 12,AVU,15300,403677.1,414334.0,7897.9,90.41,12.0,0.74,0.6,94.5,19.1,,,,
MID-A2H,Bravo 12,AVU,15400,403697.9,414431.6,7897.6,90.16,12.0,0.5,-0.252,91.1,31.4,34,397379,9049,6993
MID-A2H,Bravo 12,AVU,15500,403719.8,414529.5,7897.2,90.25,12.0,0.36,0.095,81.3,32.0,,,,
MID-A2H,Bravo 12,AVU,15600,403739.7,414627.6,7897.1,90.04,12.0,0.36,-0.216,62.2,19.3,35,557583,9214,7224
MID-A2H,Bravo 12,AVU,15700,403761.0,414725.7,7897.1,90.02,12.0,0.12,-0.021,92.7,20.5,,,,
MID-A2H,Bravo 12,AVU,15800,403780.3,414823.7,7896.3,90.45,12.0,0.57,0.432,82.9,21.3,36,512966,9693,6430
MID-A2H,Bravo 12,AVU,15900,403800.8,414921.6,7895.5,90.44,12.0,0.01,-0.013,68.2,24.9,,,,
MID-A2H,Bravo 12,AVU,16000,403821.6,415019.2,7896.0,89.73,12.0,0.97,-0.71,95.8,37.5,37,390838,8420,6182
MID-A2H,Bravo 12,AVU,16100,403842.2,415117.1,7896.4,89.76,12.0,0.05,0.031,89.6,19.0,,,,
MID-A2H,Bravo 12,AVU,16200,403863.3,415215.1,7895.9,90.33,12.0,0.85,0.569,73.4,22.9,38,371752,10425,7439
MID-A2H,Bravo 12,AVU,16300,403884.8,415313.0,7896.5,89.64,12.0,0.93,-0.685,73.7,39.1,,,,
MID-A2H,Bravo 12,AVU,16400,403905.9,415410.8,7897.2,89.62,12.0,0.13,-0.019,73.4,18.4,39,580756,9674,6849
MID-A2H,Bravo 12,AVU,16500,403926.0,415508.5,7897.9,89.55,12.0,0.11,-0.073,94.1,27.4,,,,
MID-A2H,Bravo 12,AVU,16600,403945.8,415606.3,7898.5,89.67,12.0,0.37,0.119,85.3,28.5,40,345753,10611,7262
MID-A2H,Bravo 12,AVU,16700,403967.9,415704.0,7899.4,89.48,12.0,0.37,-0.183,95.8,36.4,,,,
MID-A2H,Bravo 12,AVU,16800,403989.8,415801.6,7900.5,89.36,12.0,0.46,-0.126,74.5,18.6,41,500280,8785,6637
MID-A2H,Bravo 12,AVU,16900,404011.1,415899.6,7900.9,89.78,12.0,0.6,0.424,99.9,20.4,,,,
MID-A2H,Bravo 12,AVU,17000,404032.5,415997.3,7901.6,89.63,12.0,0.23,-0.151,88.3,37.9,42,382189,10343,6764
MID-A3H,Bravo 12,SBL,100,402645.6,406637.2,100.0,0,12.0,0.57,-0.388,26.9,26.2,,,,
MID-A3H,Bravo 12,SBL,200,402645.6,406637.2,200.0,0,12.0,0.16,-0.086,40.4,31.2,,,,
MID-A3H,Bravo 12,SBL,300,402645.6,406637.5,300.0,0.16,12.0,0.33,0.164,31.4,38.2,,,,
MID-A3H,Bravo 12,SBL,400,402645.6,406637.5,400.0,0,12.0,0.51,-0.182,47.1,34.5,,,,
MID-A3H,Bravo 12,SBL,500,402645.8,406638.1,500.0,0.34,12.0,0.41,0.341,24.0,20.3,,,,
MID-A3H,Bravo 12,SBL,600,402645.8,406638.1,600.0,0,12.0,0.74,-0.579,35.2,29.2,,,,
MID-A3H,Bravo 12,SBL,700,402645.8,406638.1,700.0,0,12.0,0.59,-0.406,25.8,28.3,,,,
MID-A3H,Bravo 12,SBL,800,402645.8,406638.1,800.0,0,12.0,0.7,-0.496,43.9,27.2,,,,
MID-A3H,Bravo 12,SBL,900,402645.8,406638.1,900.0,0.03,12.0,0.33,0.033,36.9,37.2,,,,
MID-A3H,Bravo 12,SBL,1000,402645.8,406638.2,1000.0,0.01,12.0,0.16,-0.02,36.3,20.7,,,,
MID-A3H,Bravo 12,SBL,1100,402646.0,406639.0,1100.0,0.5,12.0,0.83,0.483,45.4,27.8,,,,
MID-A3H,Bravo 12,SBL,1200,402646.0,406639.0,1200.0,0,12.0,0.96,-0.71,50.0,18.9,,,,
MID-A3H,Bravo 12,SBL,1300,402646.0,406639.2,1300.0,0.11,12.0,0.18,0.113,32.3,34.7,,,,
MID-A3H,Bravo 12,SBL,1400,402646.1,406639.4,1400.0,0.14,12.0,0.25,0.03,48.6,39.9,,,,
MID-A3H,Bravo 12,SBL,1500,402646.3,406640.4,1500.0,0.53,12.0,0.57,0.391,46.1,33.3,,,,
MID-A3H,Bravo 12,SBL,1600,402646.5,406641.4,1600.0,0.63,12.0,0.19,0.092,26.8,22.0,,,,
MID-A3H,Bravo 12,SBL,1700,402646.8,406642.7,1700.0,0.77,12.0,0.15,0.144,46.6,19.6,,,,
MID-A3H,Bravo 12,SBL,1800,402646.9,406643.2,1800.0,0.27,12.0,0.6,-0.498,40.2,18.7,,,,
MID-A3H,Bravo 12,SBL,1900,402647.0,406644.0,1900.0,0.47,12.0,0.51,0.195,36.4,24.3,,,,
MID-A3H,Bravo 12,SBL,2000,402647.3,406645.1,2000.0,0.65,12.0,0.4,0.184,31.9,38.2,,,,
MID-A3H,Bravo 12,SBL,2100,402647.3,406645.1,2100.0,0,12.0,0.97,-0.723,35.6,36.7,,,,
MID-A3H,Bravo 12,SBL,2200,402647.3,406645.1,2200.0,0,12.0,0.57,-0.519,44.4,26.8,,,,
MID-A3H,Bravo 12,SBL,2300,402647.3,406645.1,2300.0,0,12.0,0.59,-0.322,30.7,20.0,,,,
MID-A3H,Bravo 12,SBL,2400,402647.3,406645.4,2400.0,0.17,12.0,0.23,0.17,49.5,28.4,,,,
MID-A3H,Bravo 12,SBL,2500,402647.3,406645.4,2500.0,0,12.0,0.63,-0.41,46.6,26.0,,,,
MID-A3H,Bravo 12,SBL,2600,402647.3,406645.4,2600.0,0,12.0,0.56,-0.312,27.7,31.7,,,,
MID-A3H,Bravo 12,SBL,2700,402647.3,406645.4,2700.0,0,12.0,0.48,-0.434,32.2,26.5,,,,
MID-A3H,Bravo 12,SBL,2800,402647.3,406645.4,2800.0,0,12.0,0.59,-0.347,43.9,24.4,,,,
MID-A3H,Bravo 12,SBL,2900,402647.3,406645.4,2900.0,0,12.0,0.29,-0.094,41.6,23.2,,,,
MID-A3H,Bravo 12,SBL,3000,402647.3,406645.4,3000.0,0,12.0,0.53,-0.422,42.7,22.7,,,,
MID-A3H,Bravo 12,SBL,3100,402647.3,406645.4,3100.0,0,12.0,0.33,-0.117,45.9,34.8,,,,
MID-A3H,Bravo 12,SBL,3200,402647.5,406646.2,3200.0,0.45,12.0,0.56,0.452,47.9,38.5,,,,
MID-A3H,Bravo 12,SBL,3300,402647.5,406646.2,3300.0,0.02,12.0,0.63,-0.428,45.1,32.7,,,,
MID-A3H,Bravo 12,SBL,3400,402647.6,406646.7,3400.0,0.27,12.0,0.43,0.242,42.8,29.7,,,,
MID-A3H,Bravo 12,SBL,3500,402647.7,406647.1,3500.0,0.27,12.0,0.05,0.007,40.4,37.4,,,,
MID-A3H,Bravo 12,SBL,3600,402647.9,406648.1,3600.0,0.58,12.0,0.5,0.309,29.0,27.9,,,,
MID-A3H,Bravo 12,SBL,3700,402648.1,406649.1,3699.9,0.57,12.0,0.22,-0.013,30.4,39.2,,,,
MID-A3H,Bravo 12,SBL,3800,402648.2,406649.6,3799.9,0.3,12.0,0.42,-0.271,28.7,27.2,,,,
MID-A3H,Bravo 12,SBL,3900,402648.3,406649.8,3899.9,0.12,12.0,0.18,-0.175,29.1,38.7,,,,
MID-A3H,Bravo 12,SBL,4000,402648.3,406649.8,3999.9,0,12.0,0.23,-0.199,39.5,33.4,,,,
MID-A3H,Bravo 12,SBL,4100,402648.3,406649.8,4099.9,0,12.0,0.38,-0.234,47.9,19.6,,,,
MID-A3H,Bravo 12,SBL,4200,402648.3,406650.1,4199.9,0.14,12.0,0.27,0.14,39.6,19.6,,,,
MID-A3H,Bravo 12,SBL,4300,402648.5,406651.0,4299.9,0.52,12.0,0.58,0.381,24.2,29.3,,,,
MID-A3H,Bravo 12,SBL,4400,402648.6,406651.5,4399.9,0.34,12.0,0.21,-0.185,33.0,34.6,,,,
MID-A3H,Bravo 12,SBL,4500,402648.6,406651.5,4499.9,0,12.0,0.91,-0.658,31.9,26.4,,,,
MID-A3H,Bravo 12,SBL,4600,402648.8,406652.4,4599.9,0.51,12.0,0.53,0.511,31.7,27.6,,,,
MID-A3H,Bravo 12,SBL,4700,402648.9,406652.6,4699.9,0.1,12.0,0.75,-0.409,29.5,31.5,,,,
MID-A3H,Bravo 12,SBL,4800,402648.9,406652.6,4799.9,0,12.0,0.73,-0.596,28.6,27.5,,,,
MID-A3H,Bravo 12,SBL,4900,402649.0,406653.0,4899.9,0.25,12.0,0.35,0.253,26.0,34.0,,,,
MID-A3H,Bravo 12,SBL,5000,402649.0,406653.1,4999.9,0.05,12.0,0.28,-0.199,27.6,31.5,,,,
MID-A3H,Bravo 12,SBL,5100,402649.1,406653.7,5099.9,0.36,12.0,0.31,0.306,41.1,27.2,,,,
MID-A3H,Bravo 12,SBL,5200,402649.1,406653.7,5199.9,0,12.0,0.76,-0.479,36.4,40.0,,,,
MID-A3H,Bravo 12,SBL,5300,402649.2,406654.2,5299.9,0.27,12.0,0.41,0.27,24.1,29.4,,,,
MID-A3H,Bravo 12,SBL,5400,402649.2,406654.2,5399.9,0,12.0,0.63,-0.384,48.1,20.6,,,,
MID-A3H,Bravo 12,SBL,5500,402649.3,406654.7,5499.9,0.29,12.0,0.43,0.291,38.6,32.5,,,,
MID-A3H,Bravo 12,SBL,5600,402649.5,406655.6,5599.9,0.52,12.0,0.51,0.233,31.9,21.2,,,,
MID-A3H,Bravo 12,SBL,5700,402649.5,406655.7,5699.9,0.05,12.0,0.62,-0.475,35.7,29.7,,,,
MID-A3H,Bravo 12,SBL,5800,402649.7,406656.5,5799.9,0.48,12.0,0.62,0.427,44.5,36.2,,,,
MID-A3H,Bravo 12,SBL,5900,402649.8,406656.8,5899.9,0.18,12.0,0.48,-0.297,24.3,32.3,,,,
MID-A3H,Bravo 12,SBL,6000,402649.8,406656.8,5999.9,0,12.0,0.53,-0.413,46.6,29.7,,,,
MID-A3H,Bravo 12,SBL,6100,402649.9,406657.2,6099.9,0.27,12.0,0.35,0.274,27.2,32.5,,,,
MID-A3H,Bravo 12,SBL,6200,402649.9,406657.2,6199.9,0,12.0,0.51,-0.502,30.7,23.4,,,,
MID-A3H,Bravo 12,SBL,6300,402649.9,406657.2,6299.9,0,12.0,0.24,-0.113,36.7,24.8,,,,
MID-A3H,Bravo 12,SBL,6400,402650.0,406658.1,6399.9,0.52,12.0,0.56,0.519,48.2,31.9,,,,
MID-A3H,Bravo 12,SBL,6500,402650.9,406662.0,6499.8,2.26,12.0,1.81,1.737,45.8,28.7,,,,
MID-A3H,Bravo 12,SBL,6600,402653.0,406672.3,6599.3,6.05,12.0,4.13,3.798,35.0,18.3,,,,
MID-A3H,Bravo 12,SBL,6700,402656.3,406689.0,6697.8,9.82,12.0,3.94,3.768,34.3,18.7,,,,
MID-A3H,Bravo 12,SBL,6800,402661.0,406711.0,6795.2,13.05,12.0,3.23,3.223,45.2,40.0,,,,
MID-A3H,Bravo 12,SBL,6900,402667.3,406740.6,6890.6,17.55,12.0,4.64,4.502,31.6,29.8,,,,
MID-A3H,Bravo 12,SBL,7000,402675.3,406776.7,6983.5,21.64,12.0,4.21,4.088,37.2,37.5,,,,
MID-A3H,Bravo 12,SBL,7100,402684.4,406818.7,7073.9,25.38,12.0,3.84,3.741,32.9,35.0,,,,
MID-A3H,Bravo 12,SBL,7200,402695.3,406867.5,7160.6,29.93,12.0,4.73,4.549,47.3,21.2,,,,
MID-A3H,Bravo 12,SBL,7300,402707.5,406922.1,7243.6,33.84,12.0,4.03,3.912,32.5,33.6,,,,
